	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
PSMC5	0	0.252249411381678	0.474	0.242	0	Keratinocytes	PSMC5
TMEM79	0	0.252161566083671	0.264	0.03	0	Keratinocytes	TMEM79
RPL4	0	0.251771557883389	0.997	0.956	0	Keratinocytes	RPL4
MRPL4	0	0.250684099476911	0.367	0.13	0	Keratinocytes	MRPL4
PTTG1	2.35582045430944e-114	0.252691959644968	0.259	0.209	6.03608316803164e-110	Keratinocytes	PTTG1
DCN	0	2.93582901318015	0.993	0.331	0	Fibroblasts	DCN
COL1A1	0	2.63285600460461	0.96	0.256	0	Fibroblasts	COL1A1
PTGDS	0	2.57721388319665	0.747	0.052	0	Fibroblasts	PTGDS
COL3A1	0	2.45781867113041	0.929	0.153	0	Fibroblasts	COL3A1
COL1A2	0	2.43631132125244	0.957	0.177	0	Fibroblasts	COL1A2
CFD	0	2.37719719555879	0.82	0.242	0	Fibroblasts	CFD
COL6A1	0	2.22914758645068	0.943	0.102	0	Fibroblasts	COL6A1
LUM	0	2.2177181426276	0.902	0.053	0	Fibroblasts	LUM
COL6A2	0	2.14892099621559	0.959	0.104	0	Fibroblasts	COL6A2
SFRP2	0	2.01220520125191	0.776	0.025	0	Fibroblasts	SFRP2
CCDC80	0	1.97104317365387	0.876	0.091	0	Fibroblasts	CCDC80
TNFAIP6	0	1.91931060615659	0.715	0.043	0	Fibroblasts	TNFAIP6
COL6A3	0	1.91310516953858	0.899	0.066	0	Fibroblasts	COL6A3
CXCL1	0	1.70974680544941	0.594	0.052	0	Fibroblasts	CXCL1
POSTN	0	1.70327994735963	0.552	0.053	0	Fibroblasts	POSTN
C1S	0	1.69594886641556	0.905	0.094	0	Fibroblasts	C1S
CTSK	0	1.68990644841882	0.881	0.057	0	Fibroblasts	CTSK
APOD	0	1.68467430373547	0.589	0.037	0	Fibroblasts	APOD
C1R	0	1.59372134117316	0.907	0.308	0	Fibroblasts	C1R
MMP2	0	1.58875500366135	0.812	0.037	0	Fibroblasts	MMP2
CCL19	0	1.53409871519125	0.268	0.034	0	Fibroblasts	CCL19
VCAN	0	1.52902778920027	0.772	0.041	0	Fibroblasts	VCAN
CXCL12	0	1.41898598460664	0.553	0.053	0	Fibroblasts	CXCL12
IGFBP4	0	1.37995155219182	0.845	0.172	0	Fibroblasts	IGFBP4
FBLN1	0	1.37770717974715	0.717	0.065	0	Fibroblasts	FBLN1
APOE	0	1.37632062727	0.641	0.425	0	Fibroblasts	APOE
MGP	0	1.36892719154744	0.533	0.152	0	Fibroblasts	MGP
CEBPB	0	1.36026102220106	0.923	0.572	0	Fibroblasts	CEBPB
NNMT	0	1.35310272922132	0.848	0.117	0	Fibroblasts	NNMT
GEM	0	1.35278154240731	0.795	0.111	0	Fibroblasts	GEM
SPARC	0	1.34836393189781	0.891	0.36	0	Fibroblasts	SPARC
PLPP3	0	1.30517851887931	0.799	0.093	0	Fibroblasts	PLPP3
MEG3	0	1.29481195222111	0.763	0.053	0	Fibroblasts	MEG3
IER3	0	1.27592261244439	0.939	0.754	0	Fibroblasts	IER3
SERPINF1	0	1.2262495960711	0.828	0.131	0	Fibroblasts	SERPINF1
IGFBP5	0	1.21965426712739	0.466	0.063	0	Fibroblasts	IGFBP5
LGALS1	0	1.21182471974674	0.978	0.55	0	Fibroblasts	LGALS1
CXCL14	0	1.20583969911914	0.85	0.698	0	Fibroblasts	CXCL14
APCDD1	0	1.20258898446537	0.646	0.204	0	Fibroblasts	APCDD1
SERPING1	0	1.18974161285096	0.865	0.138	0	Fibroblasts	SERPING1
FBN1	0	1.1798031074331	0.704	0.041	0	Fibroblasts	FBN1
CXCL2	0	1.17009450853893	0.663	0.167	0	Fibroblasts	CXCL2
CFH	0	1.16631995453303	0.738	0.049	0	Fibroblasts	CFH
TIMP2	0	1.15421561265339	0.833	0.158	0	Fibroblasts	TIMP2
TWIST1	0	1.14795731005938	0.781	0.063	0	Fibroblasts	TWIST1
DIO2	0	1.12335535635357	0.482	0.018	0	Fibroblasts	DIO2
FSTL1	0	1.1155836995848	0.775	0.087	0	Fibroblasts	FSTL1
SELENOM	0	1.11488728127196	0.809	0.113	0	Fibroblasts	SELENOM
PCOLCE	0	1.11248664868823	0.755	0.044	0	Fibroblasts	PCOLCE
SOD3	0	1.10425038234558	0.768	0.078	0	Fibroblasts	SOD3
CCN1	0	1.10369807256838	0.662	0.178	0	Fibroblasts	CCN1
FBLN2	0	1.08793240802908	0.732	0.036	0	Fibroblasts	FBLN2
RARRES2	0	1.04748473295641	0.655	0.039	0	Fibroblasts	RARRES2
PMP22	0	1.03577780547872	0.837	0.176	0	Fibroblasts	PMP22
THY1	0	1.0306557025473	0.686	0.036	0	Fibroblasts	THY1
ID3	0	1.021709148267	0.751	0.349	0	Fibroblasts	ID3
CD63	0	1.0152302676743	0.986	0.721	0	Fibroblasts	CD63
MFAP4	0	1.01016394973369	0.652	0.023	0	Fibroblasts	MFAP4
AEBP1	0	1.00624030133716	0.726	0.062	0	Fibroblasts	AEBP1
CLU	0	0.993185606121309	0.562	0.114	0	Fibroblasts	CLU
TNC	0	0.99229962383059	0.51	0.042	0	Fibroblasts	TNC
CEBPD	0	0.979925683372491	0.915	0.676	0	Fibroblasts	CEBPD
PRRX1	0	0.970757787770782	0.775	0.078	0	Fibroblasts	PRRX1
PTGS2	0	0.967789412824367	0.554	0.097	0	Fibroblasts	PTGS2
HAS2	0	0.967289798428615	0.57	0.033	0	Fibroblasts	HAS2
ARID5B	0	0.964897175284451	0.869	0.455	0	Fibroblasts	ARID5B
BGN	0	0.950822953656483	0.636	0.091	0	Fibroblasts	BGN
COMP	0	0.940061329823983	0.326	0.011	0	Fibroblasts	COMP
CCL2	0	0.938268546410906	0.645	0.19	0	Fibroblasts	CCL2
SOD2	0	0.932625968470254	0.952	0.749	0	Fibroblasts	SOD2
S100A6	0	0.930138039275544	0.999	0.916	0	Fibroblasts	S100A6
C11orf96	0	0.923740502038708	0.611	0.135	0	Fibroblasts	C11orf96
COL5A2	0	0.923560846861513	0.656	0.055	0	Fibroblasts	COL5A2
VIM	0	0.916066140939622	0.996	0.638	0	Fibroblasts	VIM
ZFP36L1	0	0.910349226939019	0.984	0.854	0	Fibroblasts	ZFP36L1
S100A4	0	0.908083606591986	0.947	0.516	0	Fibroblasts	S100A4
CCN5	0	0.891740984424543	0.32	0.01	0	Fibroblasts	CCN5
GSN	0	0.879107371894955	0.722	0.49	0	Fibroblasts	GSN
CD81	0	0.867151211308297	0.963	0.744	0	Fibroblasts	CD81
PDGFRA	0	0.85169611565074	0.639	0.014	0	Fibroblasts	PDGFRA
CCN2	0	0.849101004986335	0.577	0.099	0	Fibroblasts	CCN2
COL18A1	0	0.840812461480648	0.592	0.158	0	Fibroblasts	COL18A1
TWIST2	0	0.839997624403277	0.596	0.019	0	Fibroblasts	TWIST2
TIMP1	0	0.834701430955229	0.839	0.36	0	Fibroblasts	TIMP1
MT2A	0	0.826457295313938	0.918	0.768	0	Fibroblasts	MT2A
C3	0	0.821221894336185	0.465	0.017	0	Fibroblasts	C3
DPT	0	0.81941005828268	0.583	0.01	0	Fibroblasts	DPT
LTBP1	0	0.812422991343993	0.591	0.069	0	Fibroblasts	LTBP1
THBS2	0	0.811643134601444	0.534	0.058	0	Fibroblasts	THBS2
PLAC9	0	0.792950125251666	0.59	0.067	0	Fibroblasts	PLAC9
ZBTB20	0	0.782457863538614	0.671	0.119	0	Fibroblasts	ZBTB20
ZFP36L2	0	0.778471945445227	0.897	0.663	0	Fibroblasts	ZFP36L2
MEG8	0	0.774112100957713	0.485	0.028	0	Fibroblasts	MEG8
S100A13	0	0.771590007991444	0.734	0.222	0	Fibroblasts	S100A13
FRMD6	0	0.771540182430364	0.624	0.113	0	Fibroblasts	FRMD6
PDGFRB	0	0.770615989394454	0.644	0.069	0	Fibroblasts	PDGFRB
FMOD	0	0.760090214203836	0.55	0.019	0	Fibroblasts	FMOD
TCF4	0	0.758811408220055	0.804	0.392	0	Fibroblasts	TCF4
HTRA1	0	0.75821510789056	0.593	0.137	0	Fibroblasts	HTRA1
CYP7B1	0	0.752413477156662	0.564	0.07	0	Fibroblasts	CYP7B1
FN1	0	0.751602072400535	0.59	0.054	0	Fibroblasts	FN1
WTAP	0	0.749555486571813	0.706	0.3	0	Fibroblasts	WTAP
FGFR1	0	0.749218016651229	0.633	0.075	0	Fibroblasts	FGFR1
CRYAB	0	0.746879026553043	0.522	0.11	0	Fibroblasts	CRYAB
LRP1	0	0.746440458310375	0.624	0.061	0	Fibroblasts	LRP1
CXCL3	0	0.745886431326552	0.493	0.124	0	Fibroblasts	CXCL3
PAPPA	0	0.744081983795613	0.453	0.013	0	Fibroblasts	PAPPA
CALU	0	0.727359991845494	0.673	0.172	0	Fibroblasts	CALU
TMEM176B	0	0.727310839033909	0.591	0.056	0	Fibroblasts	TMEM176B
RND3	0	0.725886634363165	0.785	0.492	0	Fibroblasts	RND3
GADD45A	0	0.7155177465285	0.682	0.35	0	Fibroblasts	GADD45A
HSPA1B	0	0.71409668987684	0.869	0.678	0	Fibroblasts	HSPA1B
MXRA8	0	0.713089493510771	0.56	0.014	0	Fibroblasts	MXRA8
LAPTM4A	0	0.705975048867301	0.932	0.712	0	Fibroblasts	LAPTM4A
COL14A1	0	0.701380646812023	0.478	0.039	0	Fibroblasts	COL14A1
PRRX2	0	0.699857029403303	0.64	0.13	0	Fibroblasts	PRRX2
HSPA1A	0	0.680875585788752	0.961	0.812	0	Fibroblasts	HSPA1A
CYP26B1	0	0.671864836542101	0.42	0.031	0	Fibroblasts	CYP26B1
NFKBIA	0	0.667901961331262	0.944	0.758	0	Fibroblasts	NFKBIA
TENT5A	0	0.664338145491585	0.585	0.189	0	Fibroblasts	TENT5A
SLIT3	0	0.662760829745656	0.508	0.043	0	Fibroblasts	SLIT3
THBS1	0	0.656055185954947	0.53	0.091	0	Fibroblasts	THBS1
IGFBP2	0	0.653937512996864	0.294	0.082	0	Fibroblasts	IGFBP2
COL4A1	0	0.643914643869267	0.536	0.111	0	Fibroblasts	COL4A1
SERPINE2	0	0.636569919802642	0.431	0.023	0	Fibroblasts	SERPINE2
ANXA5	0	0.635111818490109	0.88	0.593	0	Fibroblasts	ANXA5
GREM1	0	0.631003271972875	0.393	0.009	0	Fibroblasts	GREM1
CAVIN1	0	0.627604855512805	0.78	0.32	0	Fibroblasts	CAVIN1
LAMA4	0	0.624647185495427	0.557	0.066	0	Fibroblasts	LAMA4
MEDAG	0	0.613910277146633	0.297	0.022	0	Fibroblasts	MEDAG
COL5A1	0	0.613726066425723	0.474	0.022	0	Fibroblasts	COL5A1
EFEMP1	0	0.612320695502949	0.454	0.061	0	Fibroblasts	EFEMP1
CYTOR	0	0.61034204115811	0.527	0.145	0	Fibroblasts	CYTOR
CYBRD1	0	0.609849943094659	0.54	0.09	0	Fibroblasts	CYBRD1
IGFBP7	0	0.607672328532775	0.848	0.44	0	Fibroblasts	IGFBP7
CALD1	0	0.605717209334192	0.895	0.51	0	Fibroblasts	CALD1
EMP1	0	0.5989738581263	0.822	0.56	0	Fibroblasts	EMP1
IFITM3	0	0.596578113419834	0.972	0.834	0	Fibroblasts	IFITM3
PTN	0	0.588922822391054	0.386	0.02	0	Fibroblasts	PTN
RUNX1	0	0.585758556907757	0.536	0.106	0	Fibroblasts	RUNX1
SLC39A14	0	0.581895216808212	0.454	0.042	0	Fibroblasts	SLC39A14
OLFML3	0	0.578583744250351	0.462	0.013	0	Fibroblasts	OLFML3
GAS1	0	0.575085788486513	0.418	0.069	0	Fibroblasts	GAS1
IFITM2	0	0.570890245602165	0.739	0.275	0	Fibroblasts	IFITM2
ADAMTS1	0	0.569733271760719	0.585	0.162	0	Fibroblasts	ADAMTS1
SELENOP	0	0.568967889822174	0.73	0.263	0	Fibroblasts	SELENOP
IL6ST	0	0.567435702902456	0.657	0.218	0	Fibroblasts	IL6ST
IL1R1	0	0.566715813720986	0.566	0.16	0	Fibroblasts	IL1R1
CD99	0	0.564941896616396	0.824	0.577	0	Fibroblasts	CD99
NR4A1	0	0.562017740039063	0.667	0.275	0	Fibroblasts	NR4A1
FILIP1L	0	0.560527389863338	0.501	0.139	0	Fibroblasts	FILIP1L
CH25H	0	0.560034177042751	0.355	0.028	0	Fibroblasts	CH25H
CDH11	0	0.55981650300761	0.469	0.014	0	Fibroblasts	CDH11
TMEM176A	0	0.558984706675227	0.492	0.044	0	Fibroblasts	TMEM176A
LINC00632	0	0.558361522905731	0.442	0.019	0	Fibroblasts	LINC00632
SERPINH1	0	0.554222164322674	0.648	0.2	0	Fibroblasts	SERPINH1
ADM	0	0.553711587759479	0.416	0.168	0	Fibroblasts	ADM
DDR2	0	0.550824493323008	0.49	0.043	0	Fibroblasts	DDR2
IRF1	0	0.539674589861996	0.643	0.292	0	Fibroblasts	IRF1
LY6E	0	0.537409479433628	0.648	0.304	0	Fibroblasts	LY6E
VCAM1	0	0.53706070894638	0.417	0.031	0	Fibroblasts	VCAM1
NFIL3	0	0.536949986053409	0.575	0.176	0	Fibroblasts	NFIL3
PGRMC1	0	0.533597358161827	0.593	0.2	0	Fibroblasts	PGRMC1
KLF9	0	0.529625516127675	0.607	0.176	0	Fibroblasts	KLF9
MXRA5	0	0.527544029472046	0.447	0.069	0	Fibroblasts	MXRA5
SPATS2L	0	0.521478794483997	0.563	0.203	0	Fibroblasts	SPATS2L
PAM	0	0.520358770137801	0.473	0.046	0	Fibroblasts	PAM
ABI3BP	0	0.517530716154636	0.358	0.023	0	Fibroblasts	ABI3BP
TBX3	0	0.516953372531959	0.304	0.042	0	Fibroblasts	TBX3
DAB2	0	0.514996351206385	0.547	0.097	0	Fibroblasts	DAB2
MAN1A1	0	0.513851886972963	0.52	0.116	0	Fibroblasts	MAN1A1
COL4A2	0	0.513259514370431	0.539	0.124	0	Fibroblasts	COL4A2
PMEPA1	0	0.510585886273715	0.489	0.117	0	Fibroblasts	PMEPA1
CTHRC1	0	0.509813893968918	0.31	0.042	0	Fibroblasts	CTHRC1
COL12A1	0	0.508103952660366	0.379	0.046	0	Fibroblasts	COL12A1
VASN	0	0.506158542518759	0.453	0.037	0	Fibroblasts	VASN
CLEC11A	0	0.504787976793478	0.479	0.07	0	Fibroblasts	CLEC11A
COL6A5	0	0.503452870877281	0.311	0.006	0	Fibroblasts	COL6A5
ZFP36	0	0.50307142253946	0.815	0.726	0	Fibroblasts	ZFP36
CNN3	0	0.500635530408041	0.565	0.142	0	Fibroblasts	CNN3
F2R	0	0.496947328250135	0.434	0.062	0	Fibroblasts	F2R
DUSP1	0	0.492898252361475	0.886	0.813	0	Fibroblasts	DUSP1
FGF7	0	0.492613236619962	0.297	0.016	0	Fibroblasts	FGF7
KCNQ1OT1	0	0.492372086748086	0.429	0.137	0	Fibroblasts	KCNQ1OT1
HMOX1	0	0.491834419480143	0.42	0.151	0	Fibroblasts	HMOX1
SPON1	0	0.489253646780122	0.394	0.01	0	Fibroblasts	SPON1
RGS3	0	0.489226934809399	0.395	0.038	0	Fibroblasts	RGS3
COL15A1	0	0.486883952494184	0.475	0.075	0	Fibroblasts	COL15A1
MT1M	0	0.485766677408743	0.428	0.092	0	Fibroblasts	MT1M
LMO4	0	0.484776847263944	0.549	0.228	0	Fibroblasts	LMO4
FST	0	0.483735728394894	0.33	0.017	0	Fibroblasts	FST
ECM1	0	0.482107922007155	0.43	0.051	0	Fibroblasts	ECM1
ANTXR1	0	0.480822453622961	0.469	0.113	0	Fibroblasts	ANTXR1
LOX	0	0.473075544300956	0.361	0.018	0	Fibroblasts	LOX
HES1	0	0.471008904999763	0.574	0.419	0	Fibroblasts	HES1
DNAJB1	0	0.470099325550607	0.813	0.674	0	Fibroblasts	DNAJB1
ANXA1	0	0.469481480216054	0.909	0.729	0	Fibroblasts	ANXA1
MYLIP	0	0.467422211595152	0.525	0.169	0	Fibroblasts	MYLIP
RASD1	0	0.466261494267648	0.471	0.139	0	Fibroblasts	RASD1
BICC1	0	0.465905885426584	0.403	0.007	0	Fibroblasts	BICC1
CLMP	0	0.457528427134482	0.391	0.007	0	Fibroblasts	CLMP
ECM2	0	0.456466058144384	0.403	0.021	0	Fibroblasts	ECM2
FXYD1	0	0.453274822927882	0.437	0.042	0	Fibroblasts	FXYD1
F13A1	0	0.452689754014751	0.404	0.059	0	Fibroblasts	F13A1
F10	0	0.449353534453691	0.365	0.017	0	Fibroblasts	F10
SBDS	0	0.448356241970972	0.644	0.313	0	Fibroblasts	SBDS
EID1	0	0.448140513841987	0.73	0.504	0	Fibroblasts	EID1
CTSL	0	0.446990610100444	0.58	0.187	0	Fibroblasts	CTSL
TCIM	0	0.44672664323981	0.372	0.072	0	Fibroblasts	TCIM
CPE	0	0.445050077356171	0.352	0.081	0	Fibroblasts	CPE
ARRDC3	0	0.441492778903317	0.518	0.193	0	Fibroblasts	ARRDC3
LPAR1	0	0.439914122837527	0.391	0.011	0	Fibroblasts	LPAR1
ENPP2	0	0.439163756730947	0.394	0.056	0	Fibroblasts	ENPP2
PLAGL1	0	0.436154498835178	0.414	0.056	0	Fibroblasts	PLAGL1
MRC2	0	0.433669191347268	0.403	0.05	0	Fibroblasts	MRC2
PLPP1	0	0.429449056518218	0.41	0.055	0	Fibroblasts	PLPP1
IL6	0	0.428732546382486	0.354	0.1	0	Fibroblasts	IL6
LHFPL6	0	0.42847191986464	0.504	0.103	0	Fibroblasts	LHFPL6
NID1	0	0.426890771616222	0.404	0.045	0	Fibroblasts	NID1
FBLN5	0	0.425227873742279	0.381	0.01	0	Fibroblasts	FBLN5
SPRY1	0	0.422482902171693	0.459	0.137	0	Fibroblasts	SPRY1
WWTR1	0	0.420045903554121	0.525	0.14	0	Fibroblasts	WWTR1
UGCG	0	0.418622712170576	0.522	0.2	0	Fibroblasts	UGCG
UBB	0	0.418612305322647	0.974	0.889	0	Fibroblasts	UBB
VGLL3	0	0.418087082236133	0.329	0.02	0	Fibroblasts	VGLL3
PPIB	0	0.417281030176926	0.878	0.801	0	Fibroblasts	PPIB
SDC2	0	0.417255151426347	0.427	0.057	0	Fibroblasts	SDC2
NEGR1	0	0.416715899474329	0.361	0.017	0	Fibroblasts	NEGR1
PHLDA1	0	0.416082829013225	0.525	0.18	0	Fibroblasts	PHLDA1
RCN1	0	0.411927981379893	0.456	0.111	0	Fibroblasts	RCN1
TUBB2A	0	0.411920415124924	0.529	0.226	0	Fibroblasts	TUBB2A
NR4A2	0	0.411785849926692	0.513	0.193	0	Fibroblasts	NR4A2
SOCS3	0	0.410595848388387	0.624	0.421	0	Fibroblasts	SOCS3
PDLIM2	0	0.409026847842224	0.481	0.142	0	Fibroblasts	PDLIM2
ABL2	0	0.407705706391604	0.468	0.144	0	Fibroblasts	ABL2
DKK2	0	0.406932451557486	0.306	0.006	0	Fibroblasts	DKK2
CP	0	0.40628766793299	0.309	0.006	0	Fibroblasts	CP
CPQ	0	0.406281789053545	0.417	0.075	0	Fibroblasts	CPQ
DCLK1	0	0.404447700029461	0.322	0.013	0	Fibroblasts	DCLK1
PNRC1	0	0.403718151267985	0.929	0.792	0	Fibroblasts	PNRC1
REV3L	0	0.400718744674594	0.465	0.153	0	Fibroblasts	REV3L
PSAP	0	0.40062576051583	0.798	0.535	0	Fibroblasts	PSAP
PLEKHH2	0	0.399529031088463	0.344	0.026	0	Fibroblasts	PLEKHH2
SPTBN1	0	0.399316522723733	0.562	0.204	0	Fibroblasts	SPTBN1
EIF1B	0	0.397377170339375	0.549	0.281	0	Fibroblasts	EIF1B
TCEAL9	0	0.397209221378427	0.544	0.222	0	Fibroblasts	TCEAL9
RBMS1	0	0.397134940234388	0.515	0.192	0	Fibroblasts	RBMS1
CD302	0	0.395786948374264	0.424	0.081	0	Fibroblasts	CD302
ANGPTL2	0	0.395715732152762	0.36	0.038	0	Fibroblasts	ANGPTL2
ANK2	0	0.395315679626929	0.334	0.016	0	Fibroblasts	ANK2
EFEMP2	0	0.39509164079308	0.363	0.018	0	Fibroblasts	EFEMP2
ITGBL1	0	0.395003542159004	0.306	0.006	0	Fibroblasts	ITGBL1
ZFAND5	0	0.394448963733351	0.642	0.312	0	Fibroblasts	ZFAND5
RGS16	0	0.394155517773101	0.442	0.142	0	Fibroblasts	RGS16
LGALS3	0	0.393824050338315	0.948	0.847	0	Fibroblasts	LGALS3
ITGB1	0	0.393679697554709	0.739	0.48	0	Fibroblasts	ITGB1
ELN	0	0.392467814367207	0.279	0.02	0	Fibroblasts	ELN
ARF4	0	0.391837383760414	0.596	0.285	0	Fibroblasts	ARF4
ADAMTS5	0	0.390777330227394	0.309	0.031	0	Fibroblasts	ADAMTS5
MAFF	0	0.390497338101861	0.477	0.165	0	Fibroblasts	MAFF
SAV1	0	0.390117385529472	0.49	0.143	0	Fibroblasts	SAV1
EVA1B	0	0.390098668332414	0.411	0.075	0	Fibroblasts	EVA1B
AHR	0	0.389869499297441	0.659	0.366	0	Fibroblasts	AHR
PTGES	0	0.388648439505484	0.361	0.068	0	Fibroblasts	PTGES
FCGRT	0	0.387922770876728	0.556	0.22	0	Fibroblasts	FCGRT
NAMPT	0	0.387837094918935	0.734	0.597	0	Fibroblasts	NAMPT
PPIC	0	0.386440175926489	0.469	0.191	0	Fibroblasts	PPIC
FNDC3B	0	0.384819390533901	0.448	0.133	0	Fibroblasts	FNDC3B
FTH1	0	0.38432009987149	0.997	0.849	0	Fibroblasts	FTH1
OSR2	0	0.384285083322942	0.29	0.01	0	Fibroblasts	OSR2
JUND	0	0.38322525217826	0.967	0.896	0	Fibroblasts	JUND
LAMC1	0	0.381838737588039	0.421	0.089	0	Fibroblasts	LAMC1
GPNMB	0	0.381752324536753	0.711	0.49	0	Fibroblasts	GPNMB
GGT5	0	0.381244297248807	0.325	0.045	0	Fibroblasts	GGT5
STAT3	0	0.381146509209438	0.63	0.314	0	Fibroblasts	STAT3
GADD45B	0	0.379661133148925	0.684	0.577	0	Fibroblasts	GADD45B
EGR1	0	0.379653241677652	0.633	0.531	0	Fibroblasts	EGR1
KLF4	0	0.379269923606457	0.643	0.476	0	Fibroblasts	KLF4
PIK3R1	0	0.37797131879026	0.454	0.149	0	Fibroblasts	PIK3R1
FHL1	0	0.376270361327595	0.357	0.043	0	Fibroblasts	FHL1
TLE4	0	0.375655205818451	0.468	0.194	0	Fibroblasts	TLE4
FTL	0	0.375423255600259	0.998	0.884	0	Fibroblasts	FTL
LMAN1	0	0.374005542709646	0.524	0.228	0	Fibroblasts	LMAN1
NFIA	0	0.37196632308613	0.53	0.3	0	Fibroblasts	NFIA
DNAJA1	0	0.371266117657572	0.851	0.655	0	Fibroblasts	DNAJA1
BASP1	0	0.37094497377421	0.597	0.226	0	Fibroblasts	BASP1
UAP1	0	0.370739576199667	0.38	0.09	0	Fibroblasts	UAP1
LAMA2	0	0.369960242408596	0.327	0.01	0	Fibroblasts	LAMA2
TNFAIP3	0	0.369149884458306	0.542	0.28	0	Fibroblasts	TNFAIP3
C12orf57	0	0.368866378156342	0.79	0.624	0	Fibroblasts	C12orf57
CRISPLD2	0	0.368327195774496	0.454	0.084	0	Fibroblasts	CRISPLD2
TIMP3	0	0.36636330998814	0.454	0.165	0	Fibroblasts	TIMP3
ISLR	0	0.365572147531537	0.319	0.01	0	Fibroblasts	ISLR
PXDC1	0	0.36256371905766	0.389	0.09	0	Fibroblasts	PXDC1
HSP90AB1	0	0.362505123423697	0.996	0.987	0	Fibroblasts	HSP90AB1
SGIP1	0	0.361626045430453	0.279	0.031	0	Fibroblasts	SGIP1
FERMT2	0	0.360038986564184	0.409	0.087	0	Fibroblasts	FERMT2
RSRP1	0	0.359898880415242	0.615	0.339	0	Fibroblasts	RSRP1
NOVA1	0	0.358995770141638	0.315	0.015	0	Fibroblasts	NOVA1
LAMB2	0	0.357258066689258	0.392	0.086	0	Fibroblasts	LAMB2
SFRP1	0	0.357042331584181	0.31	0.104	0	Fibroblasts	SFRP1
EPB41L2	0	0.356138860907567	0.401	0.089	0	Fibroblasts	EPB41L2
COL16A1	0	0.355543758783235	0.339	0.033	0	Fibroblasts	COL16A1
MTRNR2L8	0	0.354928169290123	0.467	0.213	0	Fibroblasts	MTRNR2L8
AKAP12	0	0.354086627779798	0.371	0.069	0	Fibroblasts	AKAP12
FKBP10	0	0.351977842335314	0.326	0.021	0	Fibroblasts	FKBP10
NRP1	0	0.351348571605785	0.421	0.104	0	Fibroblasts	NRP1
MARCKS	0	0.350454012463632	0.853	0.737	0	Fibroblasts	MARCKS
MIR100HG	0	0.349977387702305	0.292	0.005	0	Fibroblasts	MIR100HG
IL11RA	0	0.349224121211163	0.312	0.023	0	Fibroblasts	IL11RA
RRBP1	0	0.347210172359129	0.531	0.249	0	Fibroblasts	RRBP1
PRELP	0	0.346669116565895	0.287	0.018	0	Fibroblasts	PRELP
CD59	0	0.345510817007782	0.706	0.468	0	Fibroblasts	CD59
RCN3	0	0.344891596224377	0.305	0.011	0	Fibroblasts	RCN3
MGST3	0	0.344389469572694	0.737	0.588	0	Fibroblasts	MGST3
B2M	0	0.344379887755454	1	1	0	Fibroblasts	B2M
KDELR2	0	0.344166451057137	0.51	0.255	0	Fibroblasts	KDELR2
ERRFI1	0	0.343973659902775	0.336	0.087	0	Fibroblasts	ERRFI1
FAM126A	0	0.343741526888031	0.351	0.075	0	Fibroblasts	FAM126A
ADIRF	0	0.343071331279964	0.715	0.458	0	Fibroblasts	ADIRF
MMP14	0	0.342690455700554	0.366	0.083	0	Fibroblasts	MMP14
SRPX	0	0.342472781211539	0.285	0.018	0	Fibroblasts	SRPX
PLIN2	0	0.342391603770003	0.483	0.251	0	Fibroblasts	PLIN2
TNXB	0	0.342309616121573	0.261	0.019	0	Fibroblasts	TNXB
ITGB5	0	0.341095577711025	0.357	0.065	0	Fibroblasts	ITGB5
BST2	0	0.33992114909411	0.371	0.181	0	Fibroblasts	BST2
SSPN	0	0.339473181937246	0.311	0.038	0	Fibroblasts	SSPN
ARL6IP5	0	0.339090247636262	0.671	0.434	0	Fibroblasts	ARL6IP5
SCPEP1	0	0.338136490483608	0.387	0.112	0	Fibroblasts	SCPEP1
NFIX	0	0.336448924306019	0.481	0.211	0	Fibroblasts	NFIX
SEC31A	0	0.335866573070774	0.492	0.217	0	Fibroblasts	SEC31A
PDPN	0	0.335005214910723	0.326	0.058	0	Fibroblasts	PDPN
KHDRBS3	0	0.333080893571939	0.32	0.045	0	Fibroblasts	KHDRBS3
APP	0	0.333026991745795	0.584	0.299	0	Fibroblasts	APP
SH3PXD2A	0	0.332723277785667	0.433	0.159	0	Fibroblasts	SH3PXD2A
TNFAIP2	0	0.332533881271472	0.43	0.136	0	Fibroblasts	TNFAIP2
MRPS24	0	0.332119888851312	0.597	0.508	0	Fibroblasts	MRPS24
LEPROT	0	0.331021235607694	0.527	0.25	0	Fibroblasts	LEPROT
ADGRA2	0	0.330850852304873	0.338	0.039	0	Fibroblasts	ADGRA2
XBP1	0	0.330802275721886	0.52	0.258	0	Fibroblasts	XBP1
NBL1	0	0.32979906456378	0.422	0.204	0	Fibroblasts	NBL1
FAM180A	0	0.329711491943707	0.261	0.006	0	Fibroblasts	FAM180A
EMX2	0	0.328883135649168	0.289	0.039	0	Fibroblasts	EMX2
PCDH18	0	0.328662634887789	0.297	0.023	0	Fibroblasts	PCDH18
CD44	0	0.328339204996756	0.889	0.793	0	Fibroblasts	CD44
LATS2	0	0.327797716040747	0.36	0.08	0	Fibroblasts	LATS2
LSAMP	0	0.324802326781366	0.284	0.014	0	Fibroblasts	LSAMP
ITM2C	0	0.323653995205705	0.337	0.052	0	Fibroblasts	ITM2C
RBMS3	0	0.323484938168612	0.325	0.037	0	Fibroblasts	RBMS3
