	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
LINC-PINT	1.26168597357419e-19	0.0823617022640554	0.467	0.381	3.23269180149179e-15
NRIP1	3.9614758747433e-23	0.0823418594923398	0.246	0.174	1.01500934862673e-18
AC008105.3	1.5702880018635e-30	0.0821375361302011	0.246	0.164	4.02339191837466e-26
FAM133B	1.14928886928608e-24	0.08187300323881	0.359	0.27	2.94470794088479e-20
JMY	8.89239866761389e-33	0.0818533308046301	0.176	0.103	2.27841038661603e-28
AC025164.1	1.82091550358307e-32	0.0816685205502642	0.194	0.119	4.66554970328053e-28
COTL1	9.25371317010232e-16	0.0816004833676379	0.722	0.664	2.37098638844362e-11
PSME1	1.08424884974657e-19	0.0815357681148775	0.693	0.609	2.77806240282067e-15
PPP1R12A	3.53794057283607e-22	0.0815086283096643	0.403	0.316	9.06491133572057e-18
PMEPA1	9.80094924944975e-28	0.0813290798780378	0.203	0.131	2.51119921669402e-23
CAPN2	1.96739697786757e-21	0.0813023511453926	0.453	0.364	5.04086453669228e-17
GRB2	3.30883976809662e-17	0.0812336395543553	0.681	0.592	8.47790925381717e-13
SMNDC1	7.90590515302998e-27	0.0811622130536174	0.311	0.224	2.02565101830934e-22
PPP1R2	2.04918159070068e-23	0.081150765428814	0.418	0.326	5.25041307169327e-19
CXCL3	0.00296276096235571	0.0810615807416508	0.431	0.424	1
DDX3X	3.70117109498677e-17	0.0808279742619452	0.634	0.547	9.4831405795751e-13
RHOQ	6.98618879029883e-21	0.0807184497885177	0.336	0.26	1.79000129185037e-16
BANP	2.37572542086896e-28	0.0807178286396487	0.248	0.169	6.08708367335044e-24
HIST1H1C	1.76816412003895e-15	0.0806465585432779	0.206	0.153	4.53039010836381e-11
BCL3	3.6186801419962e-25	0.0806362643452553	0.374	0.282	9.27178225982266e-21
CD1A	2.98125753984812e-38	0.0805759359780112	0.081	0.031	7.63857806859885e-34
SRSF7	6.83346203035497e-18	0.0804477037827156	0.587	0.494	1.75086964141755e-13
NFIL3	1.14931930822991e-22	0.080208910624347	0.3	0.222	2.94478593154668e-18
EIF5	4.71476623795467e-20	0.0801674015374296	0.756	0.659	1.20801740548875e-15
GNL3	8.04446099247295e-25	0.0801595901587855	0.258	0.181	2.06115179549142e-20
LUCAT1	1.77931701548689e-15	0.0801576251416607	0.303	0.238	4.55896605708051e-11
DCD	2.24682478305158e-64	0.0800036167483667	0.11	0.037	5.75681445913476e-60
CHD4	1.20952719210928e-21	0.0799775824092691	0.467	0.373	3.09905057162239e-17
DNAJB11	3.34320843989397e-22	0.0798233024136292	0.446	0.352	8.56596866469632e-18
CXCL1	0.000223570795569497	0.0797576015021474	0.174	0.152	1
ELL2	3.03858450149352e-17	0.0794952192189934	0.301	0.233	7.78546120972669e-13
CTNNB1	9.46392846153285e-19	0.0793530967654911	0.404	0.323	2.42484775041395e-14
CDYL	1.26252834748606e-28	0.0790275539639028	0.273	0.187	3.23485013192879e-24
YME1L1	3.00701024712695e-22	0.0790266722966955	0.439	0.344	7.70456165518868e-18
TBC1D4	1.59353764729058e-26	0.0789726469935424	0.171	0.106	4.08296215988792e-22
ATF5	6.28848156797351e-21	0.0789686027298106	0.304	0.229	1.61123474734617e-16
DNAJB6	2.25615506132424e-15	0.0789324104393057	0.798	0.746	5.78072049812497e-11
IPO7	4.8785571586295e-25	0.078877153085064	0.363	0.273	1.24998391518405e-20
SF3B1	9.65015438857534e-22	0.0786673001541849	0.527	0.425	2.47256255744077e-17
C12orf45	1.92232326125968e-21	0.0783453329416931	0.276	0.203	4.92537665999955e-17
ZC3H15	3.49295138652662e-25	0.0783349860811511	0.341	0.253	8.9496400425585e-21
EIF2S2	1.4487715898717e-20	0.0782644619126102	0.55	0.451	3.71204256756927e-16
CD1E	1.19943169803049e-28	0.0782470835193273	0.135	0.076	3.07318389669373e-24
RASSF5	4.53901627904602e-23	0.0782130039526674	0.361	0.274	1.16298675101717e-18
MED13	7.04823914614866e-21	0.0781590694894303	0.441	0.35	1.80589983402621e-16
MZT2A	8.54165390985421e-20	0.0780045602202554	0.412	0.328	2.18854256478285e-15
RALGAPA1	2.62397958210545e-36	0.0779710572511468	0.192	0.113	6.72316048527057e-32
PXDC1	8.97917702747397e-35	0.077880502638797	0.205	0.124	2.30064473797938e-30
HSPA4	5.73073451024374e-23	0.0778503196126165	0.373	0.287	1.46832879621465e-18
AC009630.4	8.22336375445761e-20	0.0778259405331164	0.104	0.061	2.10699026116713e-15
GLRX	3.87394367803358e-16	0.0777776006843613	0.368	0.296	9.92581849185763e-12
PLXNC1	1.17275490536899e-26	0.077744941776058	0.196	0.127	3.00483261853642e-22
ARL4A	6.59152441524438e-24	0.0776255331097581	0.312	0.227	1.68888038567392e-19
PEA15	2.32012976051739e-17	0.0776146857995661	0.539	0.456	5.94463647239767e-13
NFKBIE	9.94462102916081e-26	0.0775420140290438	0.307	0.221	2.54801080009158e-21
SRC	1.29477940890805e-22	0.077518428000949	0.286	0.21	3.31748380150421e-18
DNAJC2	3.92957239319088e-32	0.0774797944728992	0.225	0.144	1.00683503858337e-27
CSRNP1	1.23681951202411e-23	0.0773958177703815	0.301	0.222	3.16897895370817e-19
CD1B	4.03534769623131e-28	0.0773837052948854	0.109	0.057	1.03393678672839e-23
MANF	3.5098186756486e-17	0.0773755076690425	0.466	0.385	8.99285741074685e-13
NIBAN1	2.43803492306524e-20	0.0773246627891174	0.367	0.286	6.24673307987776e-16
IDO1	1.72745508184618e-10	0.0772031202848239	0.285	0.234	4.42608541070629e-06
AL021155.5	2.39999524469276e-72	0.0771627958200597	0.107	0.032	6.14926781595179e-68
RLF	4.27529178189908e-25	0.0768348785125143	0.259	0.183	1.09541526035818e-20
CD40	7.46453571312949e-17	0.0768208771522541	0.375	0.301	1.91256334041804e-12
PELI1	8.37030376568021e-16	0.0767767574683052	0.401	0.33	2.14463923084258e-11
TGFBI	3.9544291280026e-17	0.0767506933050303	0.453	0.372	1.01320383117683e-12
CCDC47	6.08807554964229e-26	0.0766860910140905	0.33	0.241	1.55988671732935e-21
SIK3	5.96256024026921e-26	0.0766445674719392	0.292	0.208	1.52772718476178e-21
HIST1H3D	5.08967863425506e-21	0.0766031391431752	0.108	0.063	1.30407745966883e-16
VPS13C	1.24054252575608e-23	0.0765594199671863	0.306	0.225	3.17851805949222e-19
FTX	8.80451723095824e-23	0.0764982937589977	0.271	0.196	2.25589340491612e-18
COPB1	8.9509615160871e-25	0.0764849934042236	0.326	0.241	2.29341535965184e-20
TUBB4B	1.41110930969953e-17	0.076477411032871	0.712	0.627	3.61554427331212e-13
SMC5	3.66943946603625e-31	0.0764202423492686	0.221	0.142	9.40183779987808e-27
SLC25A19	2.76731755799111e-24	0.0764194074345308	0.251	0.177	7.09042104708483e-20
CSKMT	1.25133411083774e-42	0.0762733275192959	0.16	0.083	3.20616825878845e-38
TOB2	3.41909328549484e-20	0.0762191435525946	0.375	0.294	8.76040081609487e-16
KRT15	3.48694357860936e-12	0.0760788891548374	0.099	0.066	8.9342468371129e-08
RIT1	1.07962934307333e-17	0.0759787508732637	0.388	0.313	2.76622630282248e-13
TUBB2A	6.11778619302168e-20	0.0759512616666637	0.312	0.236	1.56749917837601e-15
HES1	8.12753468285742e-17	0.075923010406026	0.17	0.119	2.08243693644173e-12
HCST	3.8341520421878e-17	0.0758998042714803	0.452	0.373	9.82386436249357e-13
MAP3K8	4.88024246621562e-13	0.0757479344985674	0.476	0.41	1.25041572469377e-08
ETV6	1.67982244978082e-24	0.0757364768395379	0.325	0.239	4.30404108082842e-20
ATG3	1.45852764516682e-21	0.0756766708350245	0.447	0.355	3.73703953244643e-17
EHD4	2.64515518338653e-20	0.0756732578716158	0.36	0.28	6.77741661087296e-16
KCMF1	1.49802964760457e-26	0.0756674332355544	0.318	0.229	3.83825156309244e-22
ITPR2	3.00739896335003e-27	0.0756591799387063	0.203	0.132	7.70555762389544e-23
NUP98	5.25836494029187e-28	0.0756589447643303	0.247	0.168	1.34729826500158e-23
CCND1	1.32065073401219e-21	0.0755805802025171	0.214	0.149	3.38377131068603e-17
WDFY4	1.51186501878538e-20	0.0755221721119284	0.214	0.15	3.8737005511319e-16
MYO9B	2.5030476004386e-21	0.0754188480330043	0.379	0.292	6.41330856184378e-17
FSCN1	7.00409498154988e-16	0.0752119467323693	0.356	0.285	1.79458921617271e-11
GPATCH2L	6.12732412014954e-24	0.0750365983654346	0.294	0.213	1.56994298606472e-19
RSRC1	2.53481884151685e-37	0.0750132364807625	0.17	0.095	6.49471283573447e-33
PTTG1	1.13743131402551e-15	0.0749140261370397	0.421	0.348	2.91432651279617e-11
OSER1	3.18359220831267e-24	0.0748612952882485	0.35	0.263	8.15699995613872e-20
CACYBP	7.30301241177147e-15	0.0747839914256602	0.631	0.542	1.87117784014409e-10
SPRED2	3.65499755733446e-28	0.0747595490521008	0.219	0.143	9.36483474140237e-24
SMARCA5	1.74383900799298e-20	0.0746754759582181	0.385	0.304	4.46806430627961e-16
RAPGEF1	2.45378496805903e-20	0.0746013631359951	0.386	0.304	6.28708784516084e-16
OGT	1.04034804947414e-22	0.0745897849441802	0.262	0.188	2.66557977236265e-18
FMNL1	5.98180526511674e-21	0.0744738375007086	0.361	0.281	1.53265814502821e-16
HNRNPA0	1.38594114152201e-21	0.0744021721040933	0.489	0.388	3.55105839280768e-17
STMN1	2.54006550780474e-14	0.0743861185761513	0.389	0.317	6.5081558440973e-10
TCTN3	5.29412617302894e-17	0.0743458651548027	0.17	0.119	1.35646100805347e-12
ZCCHC10	1.21059566647388e-32	0.0742963016038793	0.199	0.122	3.10178821663937e-28
FLT1	1.30189004527126e-28	0.0740719866083935	0.183	0.113	3.33570267399402e-24
CBX3	5.40102437610264e-20	0.0739839933514116	0.494	0.399	1.38385046564502e-15
AFF4	6.66005814235251e-17	0.073869834355481	0.46	0.38	1.70644009723356e-12
MPC2	1.67770329140186e-21	0.0738407107192148	0.366	0.282	4.29861137322985e-17
GRASP	2.93693091216468e-24	0.0737991844482715	0.284	0.204	7.52500438314835e-20
APOE	7.36556648479937e-11	0.0736859429105952	0.215	0.171	1.8872054447353e-06
MT-ND2	1.05436541720037e-25	0.0736496021787281	0.978	0.959	2.70149507195078e-21
PSMD14	8.23484601770975e-29	0.0736372734629613	0.242	0.161	2.10993224665759e-24
SYAP1	1.66585959652786e-18	0.0736187249412103	0.394	0.313	4.26826545822368e-14
TRIP10	1.36311749832046e-22	0.0735828578154105	0.292	0.215	3.49257965419668e-18
RAB21	1.9742050670239e-17	0.073552369452392	0.517	0.429	5.05830822272864e-13
ST13	2.13129968776349e-17	0.0735494097201947	0.75	0.656	5.46081605998761e-13
TFRC	5.89729508627429e-16	0.0735226538497264	0.266	0.203	1.5110049470052e-11
RNF145	7.38128847199539e-21	0.0734423456581377	0.376	0.291	1.89123373229466e-16
CTSH	3.80452339302774e-16	0.0734209436657549	0.435	0.355	9.74794983761567e-12
ARID4A	5.90511070934938e-26	0.0733816998460391	0.269	0.188	1.5130074659495e-21
SERTAD2	1.51190849580278e-19	0.0733733564945552	0.408	0.32	3.87381194794588e-15
ANP32E	4.20531637456817e-24	0.0732067273763447	0.293	0.212	1.07748616149186e-19
SERPINF1	1.07538100052283e-19	0.0731017786266421	0.325	0.247	2.75534119953959e-15
RPL6	1.42391743088e-71	0.0730926958808567	0.991	0.994	3.64836124140075e-67
ARID4B	7.41050153637824e-18	0.0730917955869987	0.474	0.387	1.89871870365083e-13
MAP2K3	1.30289111804474e-14	0.0730357782994522	0.625	0.546	3.33826762265423e-10
UBE2S	7.41684667936507e-19	0.0729922690156639	0.435	0.351	1.90034445618692e-14
CLK1	5.77172270484446e-15	0.0728935245910159	0.444	0.368	1.47883079143525e-10
DIAPH1	4.48909792022555e-23	0.0728189523169913	0.363	0.275	1.15019666912019e-18
RBBP4	2.94381688025621e-26	0.0728178477468988	0.308	0.22	7.54264761059246e-22
KMT2A	2.81061216986962e-21	0.0728008788450295	0.38	0.292	7.20135050163994e-17
EIF5B	2.34646303087668e-21	0.0727938613184346	0.388	0.299	6.01210757771222e-17
VEGFA	4.49043404409192e-11	0.0727650834614247	0.364	0.311	1.15053901077723e-06
CAPG	7.90050778694854e-17	0.0727541647945882	0.474	0.391	2.02426810517195e-12
AKIRIN2	1.20920797879131e-20	0.0727455997028185	0.382	0.297	3.0982326832591e-16
PPP1R10	9.62219042313252e-20	0.0727274391659929	0.376	0.294	2.46539763021501e-15
HNRNPH3	6.11246714445629e-21	0.0726934745191641	0.45	0.355	1.56613633175259e-16
SERPINA1	6.15501719676073e-16	0.07262285755137	0.241	0.184	1.57703850615403e-11
CDV3	1.32519617624993e-16	0.0725581165778766	0.572	0.477	3.39541764278758e-12
CLINT1	9.31670783038601e-21	0.0723842108470527	0.386	0.301	2.3871268803015e-16
ADAM8	2.86184094409171e-22	0.0723694610748845	0.29	0.213	7.33260886695178e-18
P2RY10	2.29797983181993e-21	0.0722621121218847	0.205	0.141	5.88788392508901e-17
OSBPL8	1.63596914804899e-17	0.0721900566783921	0.487	0.397	4.19168015113113e-13
KMT2C	4.4406442199787e-20	0.0721843079513507	0.381	0.3	1.13778186204294e-15
POGLUT1	1.16963090788378e-22	0.072174721779414	0.201	0.135	2.99682831217982e-18
CSGALNACT2	2.03916314277108e-14	0.0720377227399333	0.44	0.367	5.22474380440807e-10
CKLF	1.58463687886534e-20	0.0720202016293139	0.244	0.177	4.06015661102877e-16
IDS	8.3663060738449e-22	0.072001678556928	0.369	0.28	2.14361494224054e-17
SMAP2	1.26368907380503e-13	0.0719611696594694	0.435	0.367	3.23782414490326e-09
EZH2	5.61398526678466e-25	0.0719064774958383	0.234	0.161	1.43841530505557e-20
PAF1	2.33117444329455e-23	0.0718653856436942	0.275	0.198	5.97293515860929e-19
CDC37	1.58910903576191e-17	0.071792826347388	0.565	0.466	4.07161517142917e-13
UBAC2	3.92966323578091e-22	0.0717530175997951	0.269	0.195	1.00685831427178e-17
CAT	4.35915268150728e-26	0.0716684505552459	0.281	0.198	1.11690210005579e-21
CARD16	1.30178313175661e-14	0.0714423596792418	0.358	0.291	3.33542874018678e-10
HLA-DMB	3.99950232400104e-14	0.0714325053851292	0.585	0.505	1.02475248545555e-09
FOXN3	1.01999365224005e-17	0.0713205724214998	0.428	0.343	2.61342773576947e-13
ANP32A	1.44574168279691e-20	0.0712836284436508	0.347	0.267	3.70427933966225e-16
LYN	1.00622493335934e-17	0.07113012170474	0.425	0.342	2.57814952425329e-13
WBP11	4.35198293171757e-25	0.071128267747874	0.282	0.201	1.11506506676468e-20
LACTB	4.31774139315718e-18	0.0710915481228749	0.428	0.346	1.10629169975473e-13
B3GNT2	8.61722571399559e-23	0.0710817883875387	0.224	0.156	2.20790557243995e-18
SGK1	3.88216076697291e-07	0.0710428836418726	0.584	0.551	0.00994687231713798
H2AFX	3.94913685422613e-20	0.0709610958565251	0.274	0.202	1.01184784478982e-15
LATS2	1.38061315307025e-19	0.0709307932213667	0.232	0.168	3.5374070207966e-15
PALM2-AKAP2	5.08150108876724e-15	0.0709217370226102	0.332	0.264	1.30198220896394e-10
PREX1	4.82303676588321e-25	0.0709074091919963	0.23	0.158	1.2357584801546e-20
CCL22	2.16147095984673e-16	0.0708798694781614	0.128	0.083	5.53812089331928e-12
TSPAN33	2.80363057118732e-19	0.070862871240703	0.349	0.271	7.18346224949616e-15
EIF4E	1.77178002607508e-15	0.0708468944045757	0.431	0.353	4.53965478280957e-11
CYP51A1	2.41818421506491e-24	0.0707786019366306	0.252	0.176	6.19587159583932e-20
RBBP6	4.98977254618487e-19	0.07075867133894	0.352	0.272	1.27847952178349e-14
CD84	1.03668779602795e-15	0.0705562472643388	0.22	0.165	2.65620147098282e-11
PNP	1.64905822116197e-15	0.0705164033052885	0.315	0.252	4.22521697426121e-11
MGLL	1.93324768220221e-17	0.0704405304929059	0.274	0.208	4.95336721133851e-13
HMGN2	3.08438361244084e-12	0.0703946244741729	0.565	0.493	7.90280769179592e-08
PAPSS2	2.49930604392818e-15	0.0703222228382674	0.248	0.19	6.40372194575279e-11
HLA-DQB1	3.09546840045067e-22	0.0700668954744779	0.838	0.84	7.93120913563471e-18
GCC2	1.18135329354531e-22	0.0699464325888209	0.268	0.193	3.02686340872178e-18
BCL11A	1.28607023839958e-20	0.0699110992363117	0.296	0.221	3.29516916482741e-16
SH3KBP1	2.29497046560686e-24	0.0699030703181469	0.267	0.188	5.88017332697789e-20
TIMM17A	2.89397709119709e-23	0.069827015218239	0.301	0.221	7.41494810306519e-19
NCL	1.03726448672315e-15	0.0696991630516797	0.703	0.63	2.65767906788206e-11
ATP6V1H	1.18107304140122e-18	0.0696895937988174	0.362	0.285	3.0261453466782e-14
NIN	1.54317345340123e-24	0.0696465740645417	0.218	0.147	3.95391902230464e-20
SLU7	5.9131198027716e-25	0.0695150625591542	0.27	0.191	1.51505955586614e-20
IFI30	7.47892376219327e-11	0.069491034529382	0.672	0.605	1.91624984634916e-06
SMS	4.11327009913821e-19	0.0694001142038593	0.353	0.274	1.05390206480119e-14
RAP1A	1.26716030456291e-19	0.0693917042280684	0.419	0.332	3.24671813235109e-15
PACSIN2	2.04255666426332e-22	0.0693461121650551	0.259	0.185	5.23343868517547e-18
SH3BP5	6.0436702265295e-13	0.0692792120080896	0.351	0.288	1.54850918544139e-08
HES4	9.31696170159402e-16	0.0691836933506069	0.286	0.222	2.38719192718242e-11
NUMB	1.32160319791111e-18	0.0691638232973069	0.36	0.281	3.38621171368786e-14
ARID1B	4.74448343049428e-19	0.0690693314128019	0.352	0.272	1.21563154456125e-14
ITM2C	9.0927627619737e-29	0.0690562669311055	0.17	0.103	2.3297476748729e-24
SUZ12	3.47243215462639e-20	0.0689843210217597	0.337	0.259	8.89706566658373e-16
SIPA1L1	1.22821533493617e-18	0.0689544069870571	0.322	0.248	3.14693333117346e-14
BTK	3.2769544001503e-41	0.0689105667893004	0.137	0.067	8.3962125640651e-37
TRA2A	4.0574889434888e-22	0.068769187018707	0.281	0.204	1.0396098171007e-17
RALY	7.60286951995251e-24	0.0686979347445587	0.293	0.212	1.94800722840223e-19
DNAJB9	6.04160336218135e-18	0.0686766289956648	0.38	0.301	1.54797961345811e-13
ACOT9	9.80864755099639e-20	0.0686249607278184	0.348	0.267	2.51317167551629e-15
ENSA	7.90233028376288e-17	0.0685830247317298	0.457	0.374	2.02473506530572e-12
AC020656.1	6.06807133764476e-18	0.0685543262322132	0.329	0.252	1.55476123813134e-13
DYNC1LI1	1.42458244786913e-20	0.0685245813624087	0.289	0.216	3.65006514793029e-16
TCEAL9	2.50385040845806e-13	0.0684956681548126	0.268	0.213	6.41536551655123e-09
USP15	5.68990697495095e-21	0.0684806131855815	0.317	0.237	1.45786796512193e-16
BRAF	5.31930095930503e-23	0.0683041369529399	0.215	0.148	1.36291129179313e-18
DNAJC3	1.85936395745847e-16	0.0681603790677297	0.416	0.338	4.7640623318001e-12
CHD3	1.10306935622363e-25	0.0681365815489164	0.196	0.127	2.82628430451619e-21
LDHB	4.18390030311108e-19	0.067931397731791	0.329	0.253	1.07199893566312e-14
NR4A2	1.19919109642615e-09	0.0678906027345515	0.453	0.391	3.07256742726308e-05
ETF1	2.17672652434998e-17	0.0678828054623868	0.466	0.38	5.57720870068952e-13
KDM2A	7.29140939719382e-20	0.0678051227926355	0.357	0.276	1.868204915749e-15
STK17A	6.22159282672379e-23	0.0677845315666906	0.228	0.158	1.59409651406317e-18
PLEKHO1	6.54893217467844e-16	0.0676286757824684	0.506	0.422	1.67796740179611e-11
NDEL1	1.99447711122692e-18	0.0676129823565014	0.294	0.224	5.11024925438561e-14
KYNU	2.43517934585355e-09	0.0674770727536671	0.482	0.432	6.23941651994596e-05
ARF6	1.82842962961041e-15	0.0674744481725568	0.593	0.501	4.6848023969878e-11
LPP	1.66848443860223e-23	0.067455227302498	0.243	0.169	4.27499082858664e-19
RERE	6.21874311095629e-28	0.0674538430912024	0.175	0.108	1.59336635988922e-23
ACSL5	6.6040175467216e-24	0.0673806048957391	0.189	0.125	1.69208137582101e-19
MMP9	0.00757994269718968	0.0673438628007497	0.417	0.399	1
MEF2C	4.02620066361759e-18	0.0673137338170894	0.214	0.154	1.0315931340321e-13
ANPEP	1.94304667587212e-14	0.0671831146384188	0.311	0.247	4.97847419291956e-10
EPB41L2	2.18228853081519e-25	0.0671800123750017	0.215	0.143	5.59145967365468e-21
TSC22D2	3.13461240645019e-21	0.0671597096189611	0.26	0.188	8.03150390780669e-17
IWS1	8.66609414398516e-25	0.0671129675625913	0.196	0.13	2.22042664157188e-20
BCLAF1	2.79856899052144e-19	0.0670960497611643	0.378	0.294	7.17049346751402e-15
DDOST	2.68057479525858e-23	0.0670630868012603	0.254	0.18	6.86816874041153e-19
MXD1	1.76223772259111e-08	0.0670413739575858	0.641	0.589	0.000451520549282294
ZNF644	5.22613098985857e-25	0.0670341150418353	0.236	0.161	1.33903928222156e-20
PAFAH1B1	2.41957681419872e-21	0.0670209595372133	0.34	0.256	6.19943971333997e-17
ANKHD1	1.66172129601205e-19	0.0669903119482383	0.35	0.27	4.25766230464207e-15
YTHDC1	7.50126472907116e-22	0.0669252973999369	0.273	0.197	1.92197404888261e-17
USP34	1.28032453799592e-23	0.0669066529988761	0.236	0.164	3.28044753125314e-19
CPQ	2.15749342414607e-30	0.0668717168155033	0.165	0.097	5.52792965134706e-26
ERN1	5.15858604691265e-18	0.0667574407293881	0.303	0.23	1.32173291693996e-13
CCSER2	6.50758414462847e-25	0.06674057343735	0.228	0.155	1.66737320953671e-20
ICAM3	4.19861111491978e-24	0.0667352652591803	0.194	0.128	1.07576813986475e-19
LRRFIP1	4.68930605245812e-12	0.0667112790829177	0.791	0.724	1.20149399676082e-07
DOCK8	1.41174250542958e-25	0.066556534699666	0.189	0.122	3.61716664741166e-21
RAB5A	6.51288287444492e-20	0.0664503070108662	0.329	0.251	1.66873085009028e-15
OAZ2	6.02956723633566e-19	0.0664368181342594	0.348	0.269	1.54489571729392e-14
LY86	1.93888412392641e-20	0.0662940100185838	0.265	0.194	4.96780890232425e-16
NUP58	2.19363154757007e-16	0.0662853459199453	0.239	0.181	5.62052275118404e-12
BPTF	6.34862338036686e-21	0.0661366542226134	0.307	0.229	1.6266442825176e-16
NUP62	1.6618363764784e-19	0.0660622015240365	0.309	0.234	4.25795716381297e-15
TIAM1	2.70885316768149e-20	0.0660010445700053	0.233	0.167	6.94062358623352e-16
